121.7173 24.2418 9.4300 3.12 c
121.7560 24.2270 7.9400 2.03 c
121.7095 24.2450 6.9000 2.01 c
120.9253 22.5780 10.5100 1.56 c
121.6841 24.1250 5.3200 3.13 c
121.6713 24.1271 8.0400 2.08 c
121.7170 24.2455 9.6200 2.90 c
121.7486 24.2298 10.0700 3.08 c
121.7198 24.2556 13.3400 2.23 c
121.7208 24.2371 7.2900 2.03 c
120.8340 24.1891 17.4300 1.72 c
121.0076 24.5035 13.2000 1.94 c
121.8118 24.4663 16.8200 2.30 c
121.4055 23.7183 22.9600 2.50 c
120.6040 23.5970 11.3600 2.39 c
121.7866 24.5420 7.6900 1.55 c
120.6036 23.5931 9.5800 2.29 c
121.0845 24.2168 8.6100 1.83 c
121.0601 24.2675 9.3500 1.97 c
121.7745 24.4158 13.3900 1.92 c
121.6601 24.1338 8.9700 2.37 c
122.3050 24.4431 31.9900 2.61 c
121.3551 24.3743 11.3400 1.95 c
121.7265 24.2491 10.6600 2.06 c
121.7585 24.2276 10.8200 1.89 c
121.8315 24.4846 11.9000 2.26 c
121.7458 24.2533 9.6700 1.78 c
120.6361 23.1136 16.2000 1.46 c
121.3468 23.4950 17.7000 1.47 c
121.3150 22.2400 2.5300 2.54 c
122.3826 24.7283 15.0700 2.26 c
121.3165 23.1433 16.7800 1.52 c
121.3191 23.1573 13.9500 1.93 c
121.2990 23.1490 14.9400 1.37 c
121.2491 22.8558 12.7100 1.32 c
121.2811 22.9796 21.3600 1.96 c
121.1440 24.2513 11.1200 1.70 c
121.0483 23.0086 7.5100 1.24 c
122.6175 24.0438 23.4800 2.58 c
121.9785 24.3631 27.6400 3.00 c
121.7295 24.5391 11.4400 1.76 c
120.9498 22.8196 5.0400 1.50 c
121.3141 23.1568 15.0500 2.17 c
121.7870 24.4523 5.3200 1.54 c
120.9493 23.0135 7.0200 1.86 c
121.6526 24.1520 5.6900 1.62 c
121.5596 24.1413 18.4200 2.53 c
121.3578 24.6080 5.3500 2.71 c
120.8386 23.5201 9.7500 1.44 c
120.8338 22.7035 8.2400 1.66 c
121.0348 22.9288 19.9800 1.35 c
121.7698 24.5586 69.1000 3.10 c
121.1813 22.8940 11.8800 1.55 c
122.2745 24.7800 4.7400 2.80 c
121.7718 24.3893 5.9800 1.78 c
121.7971 24.4063 6.9300 2.09 c
122.2581 24.7161 5.2800 4.18 c
121.7678 23.4921 21.3700 2.62 c
